haematuria	0.0	1.0
and	0.9991409090909095	0.0008590909090909091
abdominal	0.99913	0.00087
aortic	0.9077272727272727	0.09227272727272727
aneurysm	0.9194833333333333	0.08051666666666667
.	0.9999292800000001	7.072e-05
left	0.7163142857142857	0.28368571428571426
loin	0.00462	0.99538
pain	0.041063333333333334	0.9589366666666667
in	0.9957825683060115	0.00421743169398907
a	0.9997161486486487	0.00028385135135135134
patient	1.0	0.0
with	0.9998703	0.0001297
associated	1.0	0.0
the	0.9943443750000003	0.005655624999999998
radiological	1.0	0.0
finding	1.0	0.0
of	0.991668436578171	0.008331563421828909
poorly	0.98602	0.01398
or	0.98182	0.018179999999999998
non	0.8518114285714286	0.14818857142857142
-	0.9676234763948499	0.03237652360515022
functioning	0.98602	0.01398
kidney	0.9186220000000002	0.08137799999999999
are	0.9999677777777778	3.222222222222222e-05
pathognomonic	1.0	0.0
features	1.0	0.0
aorto	1.0	0.0
renal	0.9647425	0.0352575
vein	0.9571742857142856	0.042825714285714286
fistula	0.24781666666666666	0.7521833333333333
,	0.9980408280254779	0.0019591719745222936
condition	0.99846	0.00154
which	1.0	0.0
leaks	1.0	0.0
into	1.0	0.0
an	0.9999941666666666	5.833333333333333e-06
anomalous	1.0	0.0
retro	1.0	0.0
acanthosis	0.1702	0.8298
nigricans	0.1702	0.8298
is	1.0	0.0
thickened	0.8298	0.1702
velvety	0.8298	0.1702
hyperpigmented	0.23981	0.76019
skin	0.7264783333333332	0.27352166666666666
variety	1.0	0.0
endocrine	0.99953	0.00047
disorders	0.999826	0.000174
malignancies	0.9933325	0.0066675
medications	1.0	0.0
mechanical	1.0	0.0
stability	1.0	0.0
internal	1.0	0.0
fixation	1.0	0.0
fractured	0.64099	0.35901
phalanges	0.64099	0.35901
rigidity	0.99538	0.00462
five	1.0	0.0
techniques	1.0	0.0
tested	1.0	0.0
experimentally	1.0	0.0
compared	1.0	0.0
clinical	1.0	0.0
relevance	1.0	0.0
discussed	1.0	0.0
cell	0.999917142857143	8.285714285714286e-05
carcinoma	0.9979525	0.0020475
concurrent	1.0	0.0
urothelial	0.99913	0.00087
urinary	0.9918925	0.0081075
bladder	0.945552	0.05444800000000001
hodgkin	1.0	0.0
lymphoma	0.99971	0.00029
we	1.0	0.0
report	1.0	0.0
case	1.0	0.0
71	1.0	0.0
year	1.0	0.0
old	1.0	0.0
male	0.99997	2.9999999999999997e-05
multiple	1.0	0.0
primary	0.96011	0.03989
involving	1.0	0.0
combined	0.9999533333333334	4.6666666666666665e-05
synchronous	0.7021	0.2979
was	0.9999912499999999	8.749999999999998e-06
admitted	1.0	0.0
to	0.9774544444444444	0.022545555555555558
hospital	1.0	0.0
because	1.0	0.0
painless	0.9871	0.0129
gross	0.9871	0.0129
hematuria	0.0	1.0
examination	1.0	0.0
revealed	1.0	0.0
tumor	0.629895	0.370105
right	0.7787783333333334	0.22122166666666668
papillary	0.76019	0.23981
enlarged	0.0	1.0
lymph	0.6	0.4
nodes	0.3333333333333333	0.6666666666666666
along	0.99993	7e-05
aorta	0.5634174999999999	0.4365825
inferior	0.9999533333333334	4.6666666666666665e-05
vena	0.9999533333333334	4.6666666666666665e-05
cava	0.99993	7e-05
transurethral	0.99337	0.00663
resection	0.99337	0.00663
(	0.9967492424242423	0.003250757575757576
tur	1.0	0.0
)	0.9967492424242423	0.003250757575757576
radical	1.0	0.0
nephrectomy	1.0	0.0
retroperitoneal	1.0	0.0
lymphadenectomy	1.0	0.0
were	0.9999982051282051	1.7948717948717948e-06
performed	1.0	0.0
pathohistologic	1.0	0.0
evaluation	1.0	0.0
together	1.0	0.0
immunohistochemistry	1.0	0.0
gave	1.0	0.0
final	1.0	0.0
diagnosis	1.0	0.0
rcc	0.99913	0.00087
b	0.9999766666666666	2.3333333333333332e-05
small	1.0	0.0
cll	1.0	0.0
scanning	1.0	0.0
electron	1.0	0.0
microscopy	1.0	0.0
human	1.0	0.0
zonule	1.0	0.0
lens	1.0	0.0
zonula	1.0	0.0
ciliaris	1.0	0.0
present	1.0	0.0
study	1.0	0.0
eight	1.0	0.0
eyeballs	1.0	0.0
specifically	1.0	0.0
prepared	1.0	0.0
for	1.0	0.0
microscopic	1.0	0.0
observation	1.0	0.0
consisted	1.0	0.0
two	1.0	0.0
main	1.0	0.0
layers	1.0	0.0
radial	1.0	0.0
fibres	1.0	0.0
anterior	1.0	0.0
posterior	0.9999936363636363	6.363636363636363e-06
one	1.0	0.0
that	1.0	0.0
inserted	1.0	0.0
on	0.9999961111111111	3.888888888888889e-06
capsules	1.0	0.0
respectively	1.0	0.0
some	1.0	0.0
equator	1.0	0.0
zonular	1.0	0.0
originated	1.0	0.0
at	1.0	0.0
pars	1.0	0.0
plana	1.0	0.0
entered	1.0	0.0
dorsal	1.0	0.0
part	1.0	0.0
ciliary	1.0	0.0
valleys	1.0	0.0
then	1.0	0.0
changed	1.0	0.0
their	1.0	0.0
direction	1.0	0.0
towards	1.0	0.0
face	1.0	0.0
capsule	1.0	0.0
by	0.9957544827586207	0.0042455172413793105
branched	1.0	0.0
endings	1.0	0.0
1	1.0	0.0
mm	1.0	0.0
behind	1.0	0.0
mainly	1.0	0.0
occasionally	1.0	0.0
after	0.9999953333333332	4.666666666666666e-06
running	1.0	0.0
completely	1.0	0.0
through	0.9999825	1.75e-05
close	1.0	0.0
contact	1.0	0.0
lateral	0.9978383333333333	0.0021616666666666668
walls	1.0	0.0
processes	1.0	0.0
they	1.0	0.0
plicata	1.0	0.0
reached	1.0	0.0
insertions	1.0	0.0
achieved	1.0	0.0
webbed	1.0	0.0
diffused	1.0	0.0
2	0.9999970833333333	2.9166666666666666e-06
front	1.0	0.0
extraordinary	1.0	0.0
distension	1.0	0.0
capacity	1.0	0.0
demonstrated	1.0	0.0
pulling	1.0	0.0
hydrodissection	1.0	0.0
as	1.0	0.0
consequence	1.0	0.0
stretched	1.0	0.0
up	1.0	0.0
four	1.0	0.0
times	1.0	0.0
original	1.0	0.0
length	1.0	0.0
without	0.9983425	0.0016575
breaking	1.0	0.0
disinserting	1.0	0.0
sonographic	0.99993	7e-05
pseudokidney	0.89761	0.10239
when	1.0	0.0
interpreting	1.0	0.0
sonograms	1.0	0.0
should	1.0	0.0
be	1.0	0.0
aware	1.0	0.0
possibility	1.0	0.0
mistaking	1.0	0.0
fat	0.99993	7e-05
scarring	0.99993	7e-05
fossa	0.999965	3.5e-05
normal	0.9999929999999999	6.999999999999999e-06
history	1.0	0.0
prior	1.0	0.0
doubt	1.0	0.0
ultrasound	1.0	0.0
findings	1.0	0.0
confirmed	1.0	0.0
ct	1.0	0.0
scan	1.0	0.0
color	0.9999533333333334	4.6666666666666665e-05
pattern	0.9999475	5.2499999999999995e-05
reversal	0.99993	7e-05
visual	0.66662	0.33338
evoked	0.9999533333333334	4.6666666666666665e-05
potential	0.99997375	2.6249999999999998e-05
eyes	1.0	0.0
ocular	0.239515	0.760485
hypertension	0.19064250000000002	0.8093575000000001
open	1.0	0.0
angle	1.0	0.0
glaucoma	0.999565	0.000435
testing	1.0	0.0
99	1.0	0.0
27	1.0	0.0
30	1.0	0.0
use	1.0	0.0
black	1.0	0.0
white	0.9589599999999999	0.04104
red	1.0	0.0
blue	1.0	0.0
checkerboard	1.0	0.0
stimuli	1.0	0.0
p1	0.99993	7e-05
wave	0.99993	7e-05
peak	0.99993	7e-05
time	0.9999766666666666	2.3333333333333332e-05
amplitude	0.99993	7e-05
significantly	1.0	0.0
different	1.0	0.0
from	1.0	0.0
those	1.0	0.0
age	1.0	0.0
similar	1.0	0.0
especially	1.0	0.0
checkerboards	1.0	0.0
p	1.0	0.0
less	1.0	0.0
than	0.9999883333333334	1.1666666666666666e-05
0	1.0	0.0
001	1.0	0.0
differences	1.0	0.0
between	1.0	0.0
hypertensive	0.95806	0.04194
glaucomatous	0.95806	0.04194
significance	1.0	0.0
difference	0.99993	7e-05
may	1.0	0.0
serve	1.0	0.0
important	1.0	0.0
parameter	1.0	0.0
early	1.0	0.0
comparison	1.0	0.0
secretory	0.999965	3.5e-05
iga	0.999965	3.5e-05
igg	0.999965	3.5e-05
isotype	0.999965	3.5e-05
levels	0.9999649999999999	3.5e-05
palatal	1.0	0.0
secretions	1.0	0.0
denture	0.9963088888888889	0.003691111111111111
stomatitis	0.64099	0.35901
patients	0.9999902777777776	9.722222222222221e-06
wearers	1.0	0.0
having	1.0	0.0
clinically	1.0	0.0
healthy	1.0	0.0
palates	1.0	0.0
inflammatory	0.99538	0.00462
affecting	1.0	0.0
mucosa	1.0	0.0
covered	1.0	0.0
aetiology	1.0	0.0
multifactorial	1.0	0.0
poor	0.9384399999999999	0.06156
hygiene	0.96922	0.03078
constant	0.99993	7e-05
wearing	0.999965	3.5e-05
trauma	0.7615466666666667	0.23845333333333332
colonisation	0.87688	0.12312
candida	0.87688	0.12312
species	0.9384399999999999	0.06156
inflamed	0.99538	0.00462
tissues	0.99538	0.00462
raised	0.99993	7e-05
albumin	0.9999533333333334	4.6666666666666665e-05
isotypes	0.999965	3.5e-05
siga	0.999965	3.5e-05
would	1.0	0.0
expected	1.0	0.0
major	1.0	0.0
component	1.0	0.0
protective	1.0	0.0
immunological	1.0	0.0
response	1.0	0.0
mucosal	1.0	0.0
injection	1.0	0.0
21	1.0	0.0
22	1.0	0.0
analysed	1.0	0.0
found	1.0	0.0
higher	1.0	0.0
palate	1.0	0.0
unexpectedly	1.0	0.0
<	1.0	0.0
05	1.0	0.0
lower	0.7659433333333333	0.23405666666666666
percutaneous	1.0	0.0
support	1.0	0.0
failing	0.99538	0.00462
heart	0.8504814285714285	0.14951857142857142
ventricular	0.85873	0.14127
rv	0.87253	0.12747
failure	0.59344	0.40656
increasingly	1.0	0.0
common	1.0	0.0
problem	1.0	0.0
require	1.0	0.0
contrast	0.9999766666666666	2.3333333333333332e-05
severe	1.0	0.0
typically	1.0	0.0
more	1.0	0.0
reversible	0.996685	0.003315
therefore	1.0	0.0
application	1.0	0.0
shorter	1.0	0.0
term	1.0	0.0
devices	1.0	0.0
potentially	1.0	0.0
attractive	1.0	0.0
current	1.0	0.0
innovations	1.0	0.0
promise	1.0	0.0
greater	1.0	0.0
availability	1.0	0.0
such	1.0	0.0
this	0.9999978125	2.1875e-06
article	1.0	0.0
considers	1.0	0.0
available	1.0	0.0
approaches	1.0	0.0
provide	1.0	0.0
hemodynamic	1.0	0.0
treat	1.0	0.0
profound	1.0	0.0
scenarios	1.0	0.0
most	1.0	0.0
beneficial	1.0	0.0
tetralogy	1.0	0.0
fallot	1.0	0.0
levoatrial	0.9001199999999999	0.09987999999999998
cardinal	0.9001199999999999	0.09987999999999998
rare	1.0	0.0
congenital	1.0	0.0
anomaly	1.0	0.0
systemic	0.6705300000000001	0.32947
veins	0.999965	3.5e-05
it	1.0	0.0
frequently	1.0	0.0
side	0.9197733333333332	0.08022666666666667
obstructive	0.87966	0.12034
anomalies	0.6431733333333333	0.3568266666666666
innominate	0.99993	7e-05
absent	0.9999766666666666	2.3333333333333332e-05
upper	0.99993	7e-05
pulmonary	0.7007500000000001	0.29925
connected	0.99993	7e-05
there	1.0	0.0
no	0.999986	1.3999999999999998e-05
root	1.0	0.0
replacement	1.0	0.0
cardiac	0.8857812500000001	0.11421875
dextroversion	0.9685275000000001	0.0314725
adult	1.0	0.0
surgery	1.0	0.0
malrotation	0.95806	0.04194
60	1.0	0.0
lady	1.0	0.0
known	1.0	0.0
presented	1.0	0.0
dyspnoea	7e-05	0.99993
pre	0.5	0.5
syncopal	0.0	1.0
attacks	0.0	1.0
echocardiographical	1.0	0.0
investigation	1.0	0.0
clockwise	0.99993	7e-05
rotation	0.99993	7e-05
its	0.99999	9.999999999999999e-06
longitudinal	0.9999766666666666	2.3333333333333332e-05
axis	0.99993	7e-05
resulted	1.0	0.0
outflow	0.99993	7e-05
tract	0.999965	3.5e-05
artery	0.6756949999999999	0.324305
being	0.9999766666666666	2.3333333333333332e-05
wrapped	0.99993	7e-05
anteriorly	0.99993	7e-05
around	0.999965	3.5e-05
displacement	0.99993	7e-05
atrium	0.99993	7e-05
presence	1.0	0.0
heavily	1.0	0.0
calcified	0.87688	0.12312
bicuspid	0.99337	0.00663
valve	0.99558	0.0044199999999999995
dilated	0.5602275	0.43977249999999996
ascending	0.126905	0.873095
also	1.0	0.0
venous	1.0	0.0
cannulation	1.0	0.0
established	1.0	0.0
rotating	1.0	0.0
anticlockwise	1.0	0.0
access	1.0	0.0
gained	1.0	0.0
superior	1.0	0.0
oblique	1.0	0.0
aortotomy	1.0	0.0
replaced	1.0	0.0
valved	1.0	0.0
conduit	1.0	0.0
authors	1.0	0.0
'	1.0	0.0
knowledge	1.0	0.0
first	1.0	0.0
iatrogenic	1.0	0.0
cyanosis	0.19326666666666667	0.8067333333333333
clubbing	0.23981	0.76019
:	1.0	0.0
25	1.0	0.0
years	1.0	0.0
chronic	0.9485885714285713	0.051411428571428566
hypoxia	7e-05	0.99993
repair	1.0	0.0
atrial	0.78813	0.21187
septal	0.78813	0.21187
defect	0.78813	0.21187
sinus	0.99913	0.00087
venosus	0.99913	0.00087
caval	0.999965	3.5e-05
type	0.9999825	1.75e-05
unintentional	1.0	0.0
diversion	0.99993	7e-05
blood	0.99995	4.999999999999999e-05
reported	1.0	0.0
long	1.0	0.0
standing	0.98602	0.01398
anatomical	0.999965	3.5e-05
shunting	0.00663	0.99337
cerebrovascular	1.0	0.0
complications	1.0	0.0
risks	1.0	0.0
depend	1.0	0.0
absence	1.0	0.0
hematological	0.9335975	0.0664025
abnormalities	0.201314	0.798686
degree	1.0	0.0
magnetic	1.0	0.0
resonance	1.0	0.0
imaging	1.0	0.0
clarified	1.0	0.0
etiology	1.0	0.0
unexplained	1.0	0.0
delineated	1.0	0.0
surgical	1.0	0.0
anatomy	1.0	0.0
radioimmunoassay	1.0	0.0
immunoreactive	1.0	0.0
c	0.9997514285714286	0.00024857142857142857
terminal	1.0	0.0
big	1.0	0.0
endothelin	1.0	0.0
38	1.0	0.0
potent	1.0	0.0
endogenous	1.0	0.0
vaso	1.0	0.0
constrictor	1.0	0.0
derived	1.0	0.0
biosynthetic	1.0	0.0
precursor	1.0	0.0
proteolytic	1.0	0.0
degradation	1.0	0.0
last	1.0	0.0
step	1.0	0.0
cleaves	1.0	0.0
fragment	1.0	0.0
have	1.0	0.0
developed	1.0	0.0
peptide	1.0	0.0
based	1.0	0.0
antiserum	1.0	0.0
recognizing	1.0	0.0
sequence	1.0	0.0
cross	1.0	0.0
reacting	1.0	0.0
intact	1.0	0.0
test	1.0	0.0
plasma	0.9999766666666666	2.3333333333333332e-05
samples	1.0	0.0
extracted	1.0	0.0
passage	1.0	0.0
c18	1.0	0.0
silica	1.0	0.0
cartridges	1.0	0.0
desorption	1.0	0.0
methanol	1.0	0.0
/	1.0	0.0
water	1.0	0.0
volume	0.999965	3.5e-05
fraction	1.0	0.0
8	1.0	0.0
yields	1.0	0.0
purification	1.0	0.0
concentration	1.0	0.0
procedure	1.0	0.0
about	1.0	0.0
70	1.0	0.0
%	1.0	0.0
15	1.0	0.0
persons	1.0	0.0
concentrations	1.0	0.0
11	1.0	0.0
pmol	1.0	0.0
l	1.0	0.0
10	1.0	0.0
fold	1.0	0.0
reference	1.0	0.0
thus	1.0	0.0
peptides	1.0	0.0
containing	0.9999825	1.75e-05
but	1.0	0.0
do	1.0	0.0
circulate	1.0	0.0
if	1.0	0.0
sufficiently	1.0	0.0
tight	1.0	0.0
correlation	1.0	0.0
circulating	1.0	0.0
can	1.0	0.0
proven	1.0	0.0
facilitate	1.0	0.0
studies	1.0	0.0
physiological	0.9999766666666666	2.3333333333333332e-05
role	1.0	0.0
visualization	1.0	0.0
heterogeneous	1.0	0.0
membrane	0.9975288235294117	0.0024711764705882353
distribution	1.0	0.0
sphingomyelin	1.0	0.0
cytokinesis	1.0	0.0
polarity	1.0	0.0
sphingolipidosis	0.99913	0.00087
sm	1.0	0.0
sphingolipid	1.0	0.0
mammalian	1.0	0.0
cells	0.9999946153846153	5.384615384615384e-06
form	1.0	0.0
specific	0.99221	0.00779
lipid	1.0	0.0
domains	1.0	0.0
cholesterol	1.0	0.0
however	1.0	0.0
methods	1.0	0.0
examine	1.0	0.0
limited	1.0	0.0
model	1.0	0.0
membranes	1.0	0.0
fluorescent	1.0	0.0
protein	1.0	0.0
conjugates	1.0	0.0
binding	1.0	0.0
toxins	1.0	0.0
lysenin	1.0	0.0
lys	1.0	0.0
equinatoxin	1.0	0.0
ii	1.0	0.0
eqtii	1.0	0.0
recognize	1.0	0.0
distributions	1.0	0.0
;	1.0	0.0
exclusively	1.0	0.0
binds	1.0	0.0
clustered	1.0	0.0
whereas	1.0	0.0
preferentially	1.0	0.0
dispersed	1.0	0.0
freeze	1.0	0.0
fracture	1.0	0.0
immunoelectron	1.0	0.0
showed	1.0	0.0
not	0.9999946153846153	5.384615384615384e-06
formed	1.0	0.0
surface	1.0	0.0
glycolipids	1.0	0.0
affect	1.0	0.0
using	1.0	0.0
derivatives	1.0	0.0
sensitive	0.9936357142857143	0.0063642857142857156
probes	1.0	0.0
exclusive	1.0	0.0
accumulation	1.0	0.0
clusters	1.0	0.0
midbody	1.0	0.0
interestingly	1.0	0.0
apical	1.0	0.0
differentiated	1.0	0.0
epithelial	1.0	0.0
exhibited	1.0	0.0
basolateral	1.0	0.0
acid	0.99993	7e-05
sphingomyelinase	0.99993	7e-05
deficient	0.999965	3.5e-05
niemann	1.0	0.0
pick	1.0	0.0
these	1.0	0.0
data	1.0	0.0
suggest	1.0	0.0
both	0.9999825	1.75e-05
content	1.0	0.0
crucial	1.0	0.0
pathophysiological	1.0	0.0
events	1.0	0.0
bringing	1.0	0.0
therapeutic	1.0	0.0
perspective	1.0	0.0
makino	1.0	0.0
abe	1.0	0.0
m	1.0	0.0
murate	1.0	0.0
inaba	1.0	0.0
t	1.0	0.0
yilmaz	1.0	0.0
n	1.0	0.0
hullin	1.0	0.0
matsuda	1.0	0.0
f	1.0	0.0
kishimoto	1.0	0.0
schieber	1.0	0.0
taguchi	1.0	0.0
arai	1.0	0.0
h	1.0	0.0
anderluh	1.0	0.0
g	1.0	0.0
parton	1.0	0.0
r	1.0	0.0
kobayashi	1.0	0.0
improvement	1.0	0.0
eeg	0.9999745454545454	2.5454545454545454e-05
signal	1.0	0.0
acquisition	1.0	0.0
electrical	0.999965	3.5e-05
aspect	1.0	0.0
state	1.0	0.0
art	1.0	0.0
end	1.0	0.0
aim	1.0	0.0
practical	1.0	0.0
considerations	1.0	0.0
acquiring	1.0	0.0
satisfactory	1.0	0.0
signals	1.0	0.0
electroencephalographic	1.0	0.0
users	1.0	0.0
system	1.0	0.0
designers	1.0	0.0
choosing	1.0	0.0
correct	1.0	0.0
electrode	1.0	0.0
design	1.0	0.0
strategy	1.0	0.0
